,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier
597,False,Mage Level of Shatter Strike,Level of Shatter Strike,,597,25,0,0.5,0.86,6,[1],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Shatter Strike', 'property': 88, 'specialTag': 1, 'tags': 199, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Cold Damage', 'property': 0, 'specialTag': 0, 'tags': 4, 'modifierType': 1, 'setProperty': 0}]",T1
598,False,Mage Level of Enchant Weapon,Level of Enchant Weapon,,598,30,0,0,0.86,5,[0],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Enchant Weapon', 'property': 88, 'specialTag': 1, 'tags': 201, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Elemental Damage', 'property': 0, 'specialTag': 0, 'tags': 640, 'modifierType': 1, 'setProperty': 0}]",T1
599,False,Primalist Level of Avalanche,Level of Avalanche,,599,40,0,0,0.86,6,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Avalanche', 'property': 88, 'specialTag': 1, 'tags': 209, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
600,False,Sentinel Level of Sigils Of Hope,Level of Sigils Of Hope,,600,35,0,0,0.86,5,[22],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 5, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 9, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 17, 'max': 20}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 21, 'max': 25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 30, 'max': 34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 35, 'max': 40}]}]",1,0,"[{'modDisplayName': 'Sigils Of Hope', 'property': 88, 'specialTag': 1, 'tags': 186, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Mana', 'property': 8, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
601,False,Sentinel Level of Holy Aura,Level of Holy Aura,,601,25,0,0,0.86,5,[22],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 5, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 9, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 17, 'max': 20}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 21, 'max': 25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 30, 'max': 34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 35, 'max': 40}]}]",1,0,"[{'modDisplayName': 'Holy Aura', 'property': 88, 'specialTag': 1, 'tags': 187, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Mana', 'property': 8, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
602,False,Primalist Level of Werebear Form,Level of Werebear Form,,602,25,0,0,0.86,5,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Werebear Form', 'property': 88, 'specialTag': 1, 'tags': 215, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Damage While Transformed', 'property': 0, 'specialTag': 0, 'tags': 524288, 'modifierType': 1, 'setProperty': 0}]",T1
603,False,Sentinel Level of Smite,Level of Smite,,603,22,0,0,0.86,6,[22],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Smite', 'property': 88, 'specialTag': 1, 'tags': 216, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
604,False,Sentinel Level of Manifest Armor,Level of Manifest Armor,,604,35,0,0,0.86,6,[0],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Manifest Armor', 'property': 88, 'specialTag': 1, 'tags': 219, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
605,False,Sentinel Level of Forge Strike,Level of Forge Strike,,605,25,0,0.5,0.86,5,[1],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Forge Strike', 'property': 88, 'specialTag': 1, 'tags': 218, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
606,False,Primalist Level of Spriggan Form,Level of Spriggan Form,,606,35,0,0,0.86,5,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Spriggan Form', 'property': 88, 'specialTag': 1, 'tags': 223, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Damage While Transformed', 'property': 0, 'specialTag': 0, 'tags': 524288, 'modifierType': 1, 'setProperty': 0}]",T1
607,False,Acolyte Level of Reaper Form,Level of Reaper Form,,607,25,0,0.5,0.86,5,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 5, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 20, 'max': 27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 28, 'max': 37}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 38, 'max': 50}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 60, 'max': 70}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 71, 'max': 85}]}]",1,0,"[{'modDisplayName': 'Reaper Form', 'property': 88, 'specialTag': 1, 'tags': 232, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Health', 'property': 7, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
608,False,Rogue Level of Acid Flask,Level of Acid Flask,,608,4,0,0.5,0.86,6,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.03, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.07, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.1, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.13, 'max': 0.16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.2, 'max': 0.24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.25, 'max': 0.3}]}]",1,0,"[{'modDisplayName': 'Acid Flask', 'property': 88, 'specialTag': 1, 'tags': 50, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Throwing Attack Speed', 'property': 2, 'specialTag': 0, 'tags': 1024, 'modifierType': 1, 'setProperty': 0}]",T1
609,False,Rogue Level of Shadow Cascade,Level of Shadow Cascade,,609,25,0,0.5,0.86,6,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Shadow Cascade', 'property': 88, 'specialTag': 1, 'tags': 214, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
610,False,Rogue Level of Flurry,Level of Flurry,,610,4,0,0,0.86,6,[22],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 5, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 20, 'max': 27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 28, 'max': 37}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 38, 'max': 50}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 60, 'max': 70}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 71, 'max': 85}]}]",1,0,"[{'modDisplayName': 'Flurry', 'property': 88, 'specialTag': 1, 'tags': 224, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Dodge Rating', 'property': 11, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
611,False,Rogue Level of Shurikens,Level of Shurikens,,611,4,0,0,0.86,6,[0],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Shurikens', 'property': 88, 'specialTag': 1, 'tags': 263, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Throwing Damage', 'property': 0, 'specialTag': 0, 'tags': 1024, 'modifierType': 1, 'setProperty': 0}]",T1
612,False,Rogue Level of Dancing Strikes,Level of Dancing Strikes,,612,25,0,0,0.86,6,[22],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Dancing Strikes', 'property': 88, 'specialTag': 1, 'tags': 450, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
613,False,Rogue Level of Multishot,Level of Multishot,,613,25,0,0,0.86,6,[0],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Multishot', 'property': 88, 'specialTag': 1, 'tags': 377, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Bow Damage', 'property': 0, 'specialTag': 0, 'tags': 2048, 'modifierType': 1, 'setProperty': 0}]",T1
614,False,Rogue Level of Puncture,Level of Puncture,,614,5,0,0,0.86,6,[0],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Puncture', 'property': 88, 'specialTag': 1, 'tags': 440, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Physical Damage', 'property': 0, 'specialTag': 0, 'tags': 1, 'modifierType': 1, 'setProperty': 0}]",T1
615,False,Rogue Level of Decoy,Level of Decoy,,615,12,0,0,0.86,6,[0],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Decoy', 'property': 88, 'specialTag': 1, 'tags': 445, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Throwing Damage', 'property': 0, 'specialTag': 0, 'tags': 1024, 'modifierType': 1, 'setProperty': 0}]",T1
616,False,Rogue Level of Cinder Strike,Level of Cinder Strike,,616,10,0,0,0.86,6,[22],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Cinder Strike', 'property': 88, 'specialTag': 1, 'tags': 481, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Fire Damage', 'property': 0, 'specialTag': 0, 'tags': 8, 'modifierType': 1, 'setProperty': 0}]",T1
617,False,Rogue Level of Detonating Arrow,Level of Detonating Arrow,,617,25,0,0.5,0.86,6,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Detonating Arrow', 'property': 88, 'specialTag': 1, 'tags': 341, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Bow Damage', 'property': 0, 'specialTag': 0, 'tags': 2048, 'modifierType': 1, 'setProperty': 0}]",T1
618,False,Rogue Level of Hail of Arrows,Level of Hail of Arrows,,618,50,0,0.5,0.86,6,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Hail of Arrows', 'property': 88, 'specialTag': 1, 'tags': 479, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Bow Damage', 'property': 0, 'specialTag': 0, 'tags': 2048, 'modifierType': 1, 'setProperty': 0}]",T1
